[00:00:00:288] [Client/INFO]: 60 fps, 20 tick, 139 chunkRender, 0 chunkUpdate
[00:04:39:285] [Client/INFO]: 60 fps, 20 tick, 122 chunkRender, 0 chunkUpdate
[00:04:40:288] [Client/INFO]: 60 fps, 20 tick, 137 chunkRender, 0 chunkUpdate
[00:04:41:291] [Client/INFO]: 60 fps, 20 tick, 128 chunkRender, 0 chunkUpdate
[00:04:42:279] [Client/INFO]: 59 fps, 19 tick, 114 chunkRender, 0 chunkUpdate
[00:04:43:277] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:04:44:278] [Client/INFO]: 60 fps, 20 tick, 114 chunkRender, 0 chunkUpdate
[00:04:45:298] [Client/INFO]: 61 fps, 21 tick, 117 chunkRender, 0 chunkUpdate
[00:04:46:285] [Client/INFO]: 60 fps, 20 tick, 119 chunkRender, 0 chunkUpdate
[00:04:47:289] [Client/INFO]: 60 fps, 20 tick, 109 chunkRender, 0 chunkUpdate
[00:04:48:278] [Client/INFO]: 59 fps, 19 tick, 131 chunkRender, 0 chunkUpdate
[00:04:49:278] [Client/INFO]: 60 fps, 20 tick, 129 chunkRender, 0 chunkUpdate
[00:04:50:292] [Client/INFO]: 61 fps, 21 tick, 119 chunkRender, 0 chunkUpdate
[00:04:51:281] [Client/INFO]: 59 fps, 19 tick, 128 chunkRender, 0 chunkUpdate
[00:04:52:281] [Client/INFO]: 60 fps, 20 tick, 127 chunkRender, 0 chunkUpdate
[00:04:53:286] [Client/INFO]: 61 fps, 21 tick, 112 chunkRender, 0 chunkUpdate
[00:04:54:288] [Client/INFO]: 60 fps, 20 tick, 109 chunkRender, 0 chunkUpdate
[00:04:55:291] [Client/INFO]: 60 fps, 20 tick, 120 chunkRender, 0 chunkUpdate
[00:04:56:278] [Client/INFO]: 59 fps, 19 tick, 122 chunkRender, 0 chunkUpdate
[00:04:57:277] [Client/INFO]: 60 fps, 20 tick, 124 chunkRender, 0 chunkUpdate
[00:04:58:278] [Client/INFO]: 60 fps, 20 tick, 119 chunkRender, 0 chunkUpdate
[00:04:59:281] [Client/INFO]: 60 fps, 20 tick, 112 chunkRender, 0 chunkUpdate
[00:05:00:285] [Client/INFO]: 61 fps, 21 tick, 107 chunkRender, 0 chunkUpdate
[00:05:01:298] [Client/INFO]: 60 fps, 20 tick, 108 chunkRender, 0 chunkUpdate
[00:05:02:292] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:05:03:278] [Client/INFO]: 59 fps, 19 tick, 109 chunkRender, 0 chunkUpdate
[00:05:04:286] [Client/INFO]: 61 fps, 21 tick, 125 chunkRender, 0 chunkUpdate
[00:05:05:282] [Client/INFO]: 59 fps, 19 tick, 129 chunkRender, 0 chunkUpdate
[00:05:06:291] [Client/INFO]: 61 fps, 21 tick, 130 chunkRender, 0 chunkUpdate
[00:05:07:285] [Client/INFO]: 60 fps, 20 tick, 130 chunkRender, 0 chunkUpdate
[00:05:08:288] [Client/INFO]: 60 fps, 20 tick, 137 chunkRender, 0 chunkUpdate
[00:05:09:278] [Client/INFO]: 59 fps, 19 tick, 132 chunkRender, 0 chunkUpdate
[00:05:10:278] [Client/INFO]: 60 fps, 20 tick, 130 chunkRender, 0 chunkUpdate
[00:05:11:284] [Client/INFO]: 61 fps, 21 tick, 130 chunkRender, 0 chunkUpdate
[00:05:12:278] [Client/INFO]: 59 fps, 19 tick, 129 chunkRender, 0 chunkUpdate
[00:05:13:281] [Client/INFO]: 60 fps, 20 tick, 115 chunkRender, 0 chunkUpdate
[00:05:14:285] [Client/INFO]: 61 fps, 21 tick, 106 chunkRender, 0 chunkUpdate
[00:05:15:288] [Client/INFO]: 60 fps, 20 tick, 108 chunkRender, 0 chunkUpdate
[00:05:16:290] [Client/INFO]: 60 fps, 20 tick, 115 chunkRender, 0 chunkUpdate
[00:05:17:278] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:05:18:278] [Client/INFO]: 60 fps, 20 tick, 120 chunkRender, 0 chunkUpdate
[00:05:19:279] [Client/INFO]: 60 fps, 20 tick, 130 chunkRender, 0 chunkUpdate
[00:05:20:282] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:05:21:284] [Client/INFO]: 61 fps, 21 tick, 115 chunkRender, 0 chunkUpdate
[00:05:22:288] [Client/INFO]: 60 fps, 20 tick, 119 chunkRender, 0 chunkUpdate
[00:05:23:281] [Client/INFO]: 59 fps, 19 tick, 128 chunkRender, 0 chunkUpdate
[00:05:24:279] [Client/INFO]: 60 fps, 20 tick, 127 chunkRender, 0 chunkUpdate
[00:05:25:291] [Client/INFO]: 61 fps, 21 tick, 128 chunkRender, 0 chunkUpdate
[00:05:26:286] [Client/INFO]: 60 fps, 20 tick, 128 chunkRender, 0 chunkUpdate
[00:05:27:281] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:05:28:286] [Client/INFO]: 61 fps, 21 tick, 110 chunkRender, 0 chunkUpdate
[00:05:29:288] [Client/INFO]: 60 fps, 20 tick, 108 chunkRender, 0 chunkUpdate
[00:05:30:282] [Client/INFO]: 59 fps, 19 tick, 112 chunkRender, 0 chunkUpdate
[00:05:31:278] [Client/INFO]: 60 fps, 20 tick, 114 chunkRender, 0 chunkUpdate
[00:05:32:282] [Client/INFO]: 60 fps, 20 tick, 115 chunkRender, 0 chunkUpdate
[00:05:33:280] [Client/INFO]: 60 fps, 20 tick, 125 chunkRender, 0 chunkUpdate
[00:05:34:286] [Client/INFO]: 61 fps, 21 tick, 127 chunkRender, 0 chunkUpdate
[00:05:35:288] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:05:36:287] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:05:37:291] [Client/INFO]: 60 fps, 20 tick, 128 chunkRender, 0 chunkUpdate
[00:05:38:282] [Client/INFO]: 59 fps, 19 tick, 125 chunkRender, 0 chunkUpdate
[00:05:39:277] [Client/INFO]: 60 fps, 20 tick, 120 chunkRender, 0 chunkUpdate
[00:05:40:282] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:05:41:282] [Client/INFO]: 60 fps, 20 tick, 122 chunkRender, 0 chunkUpdate
[00:05:42:284] [Client/INFO]: 61 fps, 21 tick, 137 chunkRender, 0 chunkUpdate
[00:05:43:282] [Client/INFO]: 59 fps, 19 tick, 115 chunkRender, 0 chunkUpdate
[00:05:44:288] [Client/INFO]: 61 fps, 21 tick, 110 chunkRender, 0 chunkUpdate
[00:05:45:278] [Client/INFO]: 59 fps, 19 tick, 109 chunkRender, 0 chunkUpdate
[00:05:46:291] [Client/INFO]: 61 fps, 21 tick, 110 chunkRender, 0 chunkUpdate
[00:05:47:279] [Client/INFO]: 59 fps, 19 tick, 110 chunkRender, 0 chunkUpdate
[00:05:48:282] [Client/INFO]: 60 fps, 20 tick, 110 chunkRender, 0 chunkUpdate
[00:05:49:299] [Client/INFO]: 61 fps, 21 tick, 114 chunkRender, 0 chunkUpdate
[00:05:50:288] [Client/INFO]: 60 fps, 20 tick, 112 chunkRender, 0 chunkUpdate
[00:05:51:291] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:05:52:279] [Client/INFO]: 59 fps, 19 tick, 113 chunkRender, 0 chunkUpdate
[00:05:53:292] [Client/INFO]: 61 fps, 21 tick, 113 chunkRender, 0 chunkUpdate
[00:05:54:278] [Client/INFO]: 59 fps, 19 tick, 113 chunkRender, 0 chunkUpdate
[00:05:55:282] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:05:56:285] [Client/INFO]: 61 fps, 21 tick, 113 chunkRender, 0 chunkUpdate
[00:05:57:289] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:05:58:277] [Client/INFO]: 59 fps, 19 tick, 113 chunkRender, 0 chunkUpdate
[00:05:59:279] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:00:278] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:01:280] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:02:282] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:03:285] [Client/INFO]: 61 fps, 21 tick, 113 chunkRender, 0 chunkUpdate
[00:06:04:287] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:05:292] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:06:278] [Client/INFO]: 59 fps, 19 tick, 113 chunkRender, 0 chunkUpdate
[00:06:07:277] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:08:278] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:09:282] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:10:285] [Client/INFO]: 61 fps, 21 tick, 113 chunkRender, 0 chunkUpdate
[00:06:11:287] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:12:277] [Client/INFO]: 59 fps, 19 tick, 113 chunkRender, 0 chunkUpdate
[00:06:13:279] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:14:278] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:15:279] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:16:282] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:17:285] [Client/INFO]: 61 fps, 21 tick, 113 chunkRender, 0 chunkUpdate
[00:06:18:287] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:19:292] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:06:20:278] [Client/INFO]: 59 fps, 19 tick, 111 chunkRender, 0 chunkUpdate
[00:06:21:285] [Client/INFO]: 61 fps, 21 tick, 110 chunkRender, 3 chunkUpdate
[00:06:22:278] [Client/INFO]: 59 fps, 19 tick, 111 chunkRender, 1 chunkUpdate
[00:06:23:281] [Client/INFO]: 60 fps, 20 tick, 119 chunkRender, 0 chunkUpdate
[00:06:24:285] [Client/INFO]: 61 fps, 21 tick, 113 chunkRender, 0 chunkUpdate
[00:06:25:287] [Client/INFO]: 60 fps, 20 tick, 110 chunkRender, 0 chunkUpdate
[00:06:26:290] [Client/INFO]: 60 fps, 20 tick, 110 chunkRender, 0 chunkUpdate
[00:06:27:279] [Client/INFO]: 59 fps, 19 tick, 109 chunkRender, 0 chunkUpdate
[00:06:28:299] [Client/INFO]: 61 fps, 21 tick, 113 chunkRender, 0 chunkUpdate
[00:06:29:277] [Client/INFO]: 59 fps, 19 tick, 130 chunkRender, 0 chunkUpdate
[00:06:30:281] [Client/INFO]: 60 fps, 20 tick, 112 chunkRender, 0 chunkUpdate
[00:06:31:285] [Client/INFO]: 61 fps, 21 tick, 114 chunkRender, 0 chunkUpdate
[00:06:32:288] [Client/INFO]: 60 fps, 20 tick, 127 chunkRender, 1 chunkUpdate
[00:06:33:277] [Client/INFO]: 59 fps, 19 tick, 151 chunkRender, 1 chunkUpdate
[00:06:34:278] [Client/INFO]: 60 fps, 20 tick, 154 chunkRender, 0 chunkUpdate
[00:06:35:281] [Client/INFO]: 60 fps, 20 tick, 155 chunkRender, 0 chunkUpdate
[00:06:36:278] [Client/INFO]: 60 fps, 20 tick, 155 chunkRender, 0 chunkUpdate
[00:06:37:281] [Client/INFO]: 60 fps, 20 tick, 153 chunkRender, 0 chunkUpdate
[00:06:38:290] [Client/INFO]: 61 fps, 21 tick, 155 chunkRender, 0 chunkUpdate
[00:06:39:288] [Client/INFO]: 60 fps, 20 tick, 147 chunkRender, 0 chunkUpdate
[00:06:40:291] [Client/INFO]: 59 fps, 20 tick, 112 chunkRender, 0 chunkUpdate
[00:06:41:279] [Client/INFO]: 59 fps, 19 tick, 107 chunkRender, 0 chunkUpdate
[00:06:42:292] [Client/INFO]: 61 fps, 21 tick, 107 chunkRender, 0 chunkUpdate
[00:06:43:277] [Client/INFO]: 59 fps, 19 tick, 107 chunkRender, 0 chunkUpdate
[00:06:44:281] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:45:285] [Client/INFO]: 61 fps, 21 tick, 107 chunkRender, 0 chunkUpdate
[00:06:46:287] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:47:277] [Client/INFO]: 59 fps, 19 tick, 107 chunkRender, 0 chunkUpdate
[00:06:48:278] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:49:277] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:50:284] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:51:282] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:52:285] [Client/INFO]: 61 fps, 21 tick, 107 chunkRender, 0 chunkUpdate
[00:06:53:288] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:54:277] [Client/INFO]: 59 fps, 19 tick, 107 chunkRender, 0 chunkUpdate
[00:06:55:278] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:56:280] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:57:278] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:58:282] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:06:59:300] [Client/INFO]: 61 fps, 21 tick, 107 chunkRender, 0 chunkUpdate
[00:07:00:288] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:07:01:283] [Client/INFO]: 59 fps, 19 tick, 107 chunkRender, 0 chunkUpdate
[00:07:02:278] [Client/INFO]: 60 fps, 20 tick, 108 chunkRender, 0 chunkUpdate
[00:07:03:277] [Client/INFO]: 60 fps, 20 tick, 65 chunkRender, 6 chunkUpdate
[00:07:04:279] [Client/INFO]: 60 fps, 20 tick, 61 chunkRender, 6 chunkUpdate
[00:07:05:288] [Client/INFO]: 61 fps, 21 tick, 111 chunkRender, 2 chunkUpdate
[00:07:06:301] [Client/INFO]: 60 fps, 20 tick, 112 chunkRender, 9 chunkUpdate
[00:07:07:286] [Client/INFO]: 60 fps, 20 tick, 110 chunkRender, 3 chunkUpdate
[00:07:08:277] [Client/INFO]: 59 fps, 19 tick, 111 chunkRender, 1 chunkUpdate
[00:07:09:279] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:10:284] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:11:284] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:12:284] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:13:289] [Client/INFO]: 61 fps, 21 tick, 111 chunkRender, 0 chunkUpdate
[00:07:14:287] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:15:278] [Client/INFO]: 59 fps, 19 tick, 111 chunkRender, 0 chunkUpdate
[00:07:16:278] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:17:284] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:18:278] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:19:281] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:20:282] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:21:284] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:22:277] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:23:278] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:24:277] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:25:291] [Client/INFO]: 61 fps, 21 tick, 111 chunkRender, 0 chunkUpdate
[00:07:26:282] [Client/INFO]: 59 fps, 19 tick, 111 chunkRender, 0 chunkUpdate
[00:07:27:284] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:28:288] [Client/INFO]: 61 fps, 21 tick, 111 chunkRender, 0 chunkUpdate
[00:07:29:290] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:07:30:278] [Client/INFO]: 59 fps, 19 tick, 111 chunkRender, 0 chunkUpdate
[00:07:31:286] [Client/INFO]: 61 fps, 21 tick, 114 chunkRender, 0 chunkUpdate
[00:07:32:287] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 1 chunkUpdate
[00:07:33:282] [Client/INFO]: 58 fps, 19 tick, 107 chunkRender, 0 chunkUpdate
[00:07:34:301] [Client/INFO]: 61 fps, 21 tick, 104 chunkRender, 0 chunkUpdate
[00:07:35:287] [Client/INFO]: 60 fps, 20 tick, 120 chunkRender, 0 chunkUpdate
[00:07:36:290] [Client/INFO]: 60 fps, 20 tick, 132 chunkRender, 0 chunkUpdate
[00:07:37:278] [Client/INFO]: 59 fps, 19 tick, 129 chunkRender, 0 chunkUpdate
[00:07:38:287] [Client/INFO]: 61 fps, 21 tick, 126 chunkRender, 0 chunkUpdate
[00:07:39:279] [Client/INFO]: 59 fps, 19 tick, 110 chunkRender, 25 chunkUpdate
[00:07:40:282] [Client/INFO]: 60 fps, 20 tick, 93 chunkRender, 6 chunkUpdate
[00:07:41:287] [Client/INFO]: 61 fps, 21 tick, 120 chunkRender, 0 chunkUpdate
[00:07:42:279] [Client/INFO]: 59 fps, 19 tick, 110 chunkRender, 0 chunkUpdate
[00:07:43:278] [Client/INFO]: 60 fps, 20 tick, 119 chunkRender, 0 chunkUpdate
[00:07:44:279] [Client/INFO]: 60 fps, 20 tick, 131 chunkRender, 0 chunkUpdate
[00:07:45:280] [Client/INFO]: 60 fps, 20 tick, 131 chunkRender, 0 chunkUpdate
[00:07:46:279] [Client/INFO]: 60 fps, 20 tick, 130 chunkRender, 0 chunkUpdate
[00:07:47:281] [Client/INFO]: 60 fps, 20 tick, 125 chunkRender, 0 chunkUpdate
[00:07:48:284] [Client/INFO]: 60 fps, 20 tick, 131 chunkRender, 0 chunkUpdate
[00:07:49:287] [Client/INFO]: 61 fps, 21 tick, 138 chunkRender, 0 chunkUpdate
[00:07:50:291] [Client/INFO]: 60 fps, 20 tick, 140 chunkRender, 0 chunkUpdate
[00:07:51:278] [Client/INFO]: 59 fps, 19 tick, 134 chunkRender, 0 chunkUpdate
[00:07:52:280] [Client/INFO]: 60 fps, 20 tick, 131 chunkRender, 0 chunkUpdate
[00:07:53:278] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:07:54:278] [Client/INFO]: 60 fps, 20 tick, 125 chunkRender, 0 chunkUpdate
[00:07:55:292] [Client/INFO]: 61 fps, 21 tick, 123 chunkRender, 0 chunkUpdate
[00:07:56:289] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:07:57:284] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:07:58:279] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 4 chunkUpdate
[00:07:59:277] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:08:00:284] [Client/INFO]: 60 fps, 20 tick, 114 chunkRender, 0 chunkUpdate
[00:08:01:279] [Client/INFO]: 60 fps, 20 tick, 124 chunkRender, 0 chunkUpdate
[00:08:02:301] [Client/INFO]: 61 fps, 21 tick, 131 chunkRender, 0 chunkUpdate
[00:08:03:287] [Client/INFO]: 60 fps, 20 tick, 125 chunkRender, 0 chunkUpdate
[00:08:04:277] [Client/INFO]: 59 fps, 19 tick, 120 chunkRender, 0 chunkUpdate
[00:08:05:278] [Client/INFO]: 60 fps, 20 tick, 106 chunkRender, 0 chunkUpdate
[00:08:06:290] [Client/INFO]: 61 fps, 21 tick, 124 chunkRender, 0 chunkUpdate
[00:08:07:277] [Client/INFO]: 59 fps, 19 tick, 114 chunkRender, 0 chunkUpdate
[00:08:08:281] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:08:09:301] [Client/INFO]: 61 fps, 21 tick, 111 chunkRender, 0 chunkUpdate
[00:08:10:288] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:08:11:290] [Client/INFO]: 60 fps, 20 tick, 111 chunkRender, 0 chunkUpdate
[00:08:12:279] [Client/INFO]: 59 fps, 19 tick, 111 chunkRender, 0 chunkUpdate
[00:08:13:278] [Client/INFO]: 60 fps, 20 tick, 104 chunkRender, 3 chunkUpdate
[00:08:14:278] [Client/INFO]: 60 fps, 20 tick, 90 chunkRender, 0 chunkUpdate
[00:08:15:289] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:16:301] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:17:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:18:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:19:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:20:287] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:21:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:22:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:23:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:24:287] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:25:292] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:26:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:27:283] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:28:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:29:286] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:30:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:31:287] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:32:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:33:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:34:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:35:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:36:288] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:37:284] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:38:287] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:39:291] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:40:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:41:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:42:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:43:290] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:44:291] [Client/INFO]: 59 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:45:290] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:46:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:47:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:48:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:49:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:50:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:51:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:52:303] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:53:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:54:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:55:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:08:56:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:08:57:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:58:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:08:59:289] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:00:292] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:01:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:02:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:03:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:04:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:05:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:06:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:07:291] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:08:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:09:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:10:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:11:283] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:12:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:13:287] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:14:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:15:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:16:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:17:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
